Country or Area,Subgroup,Year,Source,Unit,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR) Footnotes
New Zealand,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,21.0,
New Zealand,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
New Zealand,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,7.0,
Nicaragua,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,80.0,
Nicaragua,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,26.0,
Nicaragua,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,42.0,
Nicaragua,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,66.0,
Nicaragua,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,161.0,
Nicaragua,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,22.0,
Nicaragua,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,29.0,
Niger,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,13.0,
Niger,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,125.0,
Niger,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,216.0,
Niger,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,314.0,
Niger,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,324.0,
Niger,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,122.0,
Niger,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,127.0,
Nigeria,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,14.0,
Nigeria,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,124.0,
Nigeria,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,188.0,
Nigeria,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,214.0,
Nigeria,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,259.0,
Nigeria,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,119.0,
Nigeria,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,129.0,
Niue,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,91.0,
Niue,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,21.0,
Niue,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,29.0,
Niue,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,14.0,
Niue,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,21.0,
Niue,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,21.0,
Norway,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,184.0,
Norway,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Norway,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,5.0,
Norway,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Norway,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,16.0,
Norway,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Norway,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,3.0,
Oman,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,141.0,
Oman,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,9.0,
Oman,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,22.0,
Oman,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,48.0,
Oman,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,195.0,
Oman,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,8.0,
Oman,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,9.0,
Pakistan,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,39.0,
Pakistan,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,72.0,
Pakistan,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,95.0,
Pakistan,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,122.0,
Pakistan,Total,1970.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,182.0,
Pakistan,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,68.0,
Pakistan,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,76.0,
Palau,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,100.0,
Palau,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,19.0,
Palau,Total,2000.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,25.0,
Palau,Total,1990.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,32.0,
Palau,Female,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,14.0,
Palau,Male,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Deaths per 1000 live births,23.0,
Panama,Total,2011.0,"UN_Inter-agency Group for Child Mortality Estimation (UNICEF, World Health Organization, United Nations Population Division and the World Bank)",Rank,98.0,
